name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood,"mean(d,e,v)",mood_final
Fly - King Britt's Fhloston Paradigm Remix,Fly (King Britt's Fhloston Paradigm Remix),Low,69VbrwGah98lR7iuXkrk7e,7/18/2019,0.3522727272727273,0.8650643455581213,0.614,0.521,0.498,0.855,0.136,0.418,0.34092531772097673,0.0466,0.5505987611837577,0.9090909090909091,0.6,Happy,0.51,0
Flying by Candlelight (ABGT300) - Above & Beyond Club Mix,Group Therapy 300 Live from Hong Kong (ABGT300),Above & Beyond,0TEW7oRDKD2mjJQH507ni4,10/5/2018,0.5340909090909091,0.7036303974165321,0.532,0.000312,0.664,0.0427,0.303,0.075,0.2333285734685135,0.0603,0.5917549896765314,0.09090909090909091,0.8,Sad,0.423666667,1
Focus,Focus,Light of Sun,3DZ7DFolE5U2xEGIzFjeGo,6/3/2019,0.5795454545454546,0.36754614920144374,0.273,0.238,0.161,0.481,0.133,0.0503,0.4218906183064401,0.053,0.5225510438173894,0.36363636363636365,0.8,Sad,0.161433333,2
Follow me,Follow me,Andre Ehmann,7d44sL4znFm5HZ6ltUVqbI,7/19/2019,0.5795454545454546,0.39474278174210464,0.475,0.995,0.109,0.948,0.127,0.405,0.7101480317958969,0.0303,0.45426932782748336,0.18181818181818182,0.8,Sad,0.329666667,2
Found,Found,Martin Gauffin,2T2EemW8X3GlKvJe1gxpBC,8/23/2019,0.5909090909090909,0.30682346495670104,0.517,0.901,0.397,0.867,0.11,0.195,0.3398781474606121,0.0289,0.45884377150722644,0.0,0.8,Sad,0.369666667,1
Free,TOGETHER,Third Party,6s2T9kuNYNZKsG5Fa1LiDN,3/15/2019,0.5681818181818182,0.44171089157807214,0.481,0.0238,0.922,0.00185,0.0971,0.246,0.09924318149364558,0.064,0.5869740766230787,0.2727272727272727,0.8,Happy,0.549666667,0
Freya,Cantec De Leagane / Freya,Dave Pad,0aaTrekfgJgLiH00lnPKm7,3/24/2017,0.5227272727272727,0.5495618020228678,0.64,0.000211,0.667,0.899,0.0748,0.288,0.24251511257080297,0.0379,0.5643220922229869,1.0,0.8,Happy,0.531666667,0
Friday I'm In Love,Wish,The Cure,4QlzkaRHtU8gAdwqjWmO8n,1/1/1992,0.8636363636363636,0.4150679144168388,0.526,0.00126,0.763,6.75e-05,0.359,0.514,0.3013708410681137,0.0341,0.624936912135811,0.0,0.8,Happy,0.601,0
From Yesterday,A Beautiful Lie + 30 Seconds To Mars,Thirty Seconds To Mars,4ogyT8HqLV6IdCepscSkh3,5/15/2007,0.0,0.47443250323608677,0.467,0.00578,0.876,0.00592,0.0453,0.131,0.11521252796420582,0.0693,0.6196604725854554,0.9090909090909091,0.8,Happy,0.491333333,1
Frozen,Frozen,Ron Adelaar,4nTeeVQnNghbWWo6k7oPrH,6/5/2020,0.5113636363636364,0.3202327281706416,0.352,0.986,0.0246,0.928,0.107,0.174,0.647960397924699,0.0419,0.361592108281716,0.8181818181818182,0.8,Sad,0.183533333,2
Fête sous les étoiles,Suite,Biba Dupont,55ux9bDGw3qTVfad3PxSTq,5/1/2020,0.38636363636363635,0.3549567589361329,0.312,0.994,0.00811,0.961,0.1,0.0703,0.723047265457661,0.0389,0.529873824271622,0.09090909090909091,0.8,Sad,0.130136667,2
Game Time (feat. Ninja),Game Time (feat. Ninja),3LAU,229MM2St7SnW43nT8ADlG8,11/30/2018,0.5909090909090909,0.3021588701572034,0.534,8.05e-05,0.957,0.758,0.266,0.52,0.09579227949926222,0.0455,0.43609084652443225,0.09090909090909091,0.8,Happy,0.670333333,3
Gasoline,Disclaimer II,Seether,4e7yuouxvWPbK1q2kVlgz8,1/1/2004,0.4431818181818182,0.3251712569906226,0.478,4.65e-05,0.942,0.0336,0.061,0.726,0.06449616830882003,0.08,0.7961229639825648,0.09090909090909091,0.8,Happy,0.715333333,3
Geno - 2000 Remaster,Searching For The Young Soul Rebels,Dexys Midnight Runners,7gb626DDDHoiuVAGZEnlJk,1980-07,0.625,0.3997623333005384,0.481,0.688,0.6,0.00633,0.963,0.818,0.20757770479318385,0.0801,0.5718605184675385,0.5454545454545454,0.8,Happy,0.633,0
Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Get Lucky (feat. Pharrell Williams & Nile Rodgers) [Radio Edit],Daft Punk,2Foc5Q5nqNiosCNqttzHof,4/19/2013,0.8863636363636364,0.47921670303044334,0.794,0.0426,0.811,1.07e-06,0.101,0.862,0.21338473987338757,0.038,0.5324478091305346,0.5454545454545454,0.8,Happy,0.822333333,3
Get Up Offa That Thing,20 All-Time Greatest Hits!,James Brown,0nyrltZrQGAJMBZc1bYvuQ,1991,0.6022727272727273,0.4826640276403285,0.883,0.225,0.664,2.3e-06,0.941,0.8,0.24739397401113808,0.411,0.5418857536132141,0.36363636363636365,0.8,Happy,0.782333333,3
Getting Away With Murder,Getting Away With Murder (Explicit Version),Papa Roach,3YQopTaSSgLSSuzYBZ9bLf,1/1/2004,0.0,0.36892160664232126,0.544,0.000115,0.97,3.34e-05,0.238,0.349,0.08996144509495929,0.0532,0.4767561367286075,0.09090909090909091,0.8,Happy,0.621,0
Ghostride,Ghostride,Crumb,6mnYXjuK0CDzqem4eR5JGU,5/9/2019,0.0,0.2432997088968754,0.664,0.511,0.352,0.806,0.109,0.45,0.22433242895901756,0.0278,0.39942188575361326,0.18181818181818182,0.8,Happy,0.488666667,1
Glaciers,Bloom,Lights & Motion,2No1A7ZuMaBGxz45jmA9Gw,2/2/2018,0.6022727272727273,0.3402434154556661,0.0789,0.733,0.16,0.786,0.0943,0.0409,0.4318149364558046,0.0362,0.2589997705895848,0.6363636363636364,0.8,Sad,0.093266667,2
Go With The Flow,Songs For The Deaf,Queens of the Stone Age,45DElIx0dXqUH4A88yQFdE,2002,0.6704545454545454,0.3609755909354847,0.242,0.0148,0.992,0.113,0.833,0.374,0.09281736398686277,0.0988,0.7312227575131912,0.36363636363636365,0.8,Happy,0.536,0
Gone My Way - KhoMha Remix,Gone My Way (KhoMha Remix),Morgan Page,08Hghm2hJpCxJux9YuhCG0,5/10/2019,0.5227272727272727,0.32553778842648057,0.547,0.00129,0.895,0.107,0.288,0.0353,0.16852301394640393,0.0683,0.5873916035788025,0.45454545454545453,0.8,Happy,0.492433333,1
Good Times,Risqué,CHIC,0G3fbPbE1vGeABDEZF0jeG,7/30/1979,0.75,0.9556824911791316,0.87,0.149,0.657,0.0102,0.053,0.893,0.17421105240611168,0.0522,0.5074374856618491,0.18181818181818182,0.8,Happy,0.806666667,3
Good Vibrations - Remastered,Good Vibrations 40th Anniversary,The Beach Boys,2oF7FZHIJbzjeEXZ3D0Ku4,1/1/2006,0.75,0.42005660017014773,0.403,0.387,0.495,8.03e-06,0.147,0.38,0.16392974439525917,0.0312,0.6098279421885754,0.9090909090909091,0.8,Sad,0.426,1
Goodbye,The Devil's Walk,Apparat,4VxaUj96W2jw9UOtKHu51p,2011,0.7840909090909091,0.4953691646748577,0.484,0.406,0.457,0.646,0.297,0.187,0.3326193536103575,0.0456,0.39990364762560227,0.09090909090909091,0.8,Sad,0.376,1
Goshen,East Harlem,Beirut,5rLZGAZOstOC3fqhmGChvK,6/14/2011,0.0,0.38610421453277854,0.284,0.848,0.262,0.00483,0.0966,0.107,0.23487552953496119,0.028,0.4526726313374627,1.0,0.8,Sad,0.217666667,2
"Gottes Zeit ist die allerbeste Zeit, BWV 106: 2a. Gottes Zeit, ist die allerbeste Zeit (Arr. For Piano Four Hands by György Kurtág)",Bach,Johann Sebastian Bach,7ANhXB1OJBaTb7kDoAJRLq,9/27/2019,0.3522727272727273,0.3083995501308903,0.566,0.995,0.00792,0.909,0.0874,0.0621,0.8206958922366605,0.0445,0.28064693737095664,0.2727272727272727,0.8,Sad,0.212006667,2
Goya,Goya,Minxz,2bo6ZMPnFkWCd0VRTMwbcs,7/12/2019,0.23863636363636365,0.45490988149459943,0.365,0.994,0.00656,0.888,0.119,0.0809,0.5159217478223619,0.0427,0.3127781601284699,0.7272727272727273,1.0,Sad,0.15082,2
Gracewood (Revisited),In Between (A-Side),Steven Vrancken,1TSpCeUusXyZ7FiaDuy3x1,5/1/2020,0.125,0.26824313766341995,0.353,0.969,0.0544,0.915,0.106,0.158,0.5392212861154743,0.0408,0.3435788024776325,0.7272727272727273,0.8,Sad,0.188466667,2
Green Street,Green Street,Alexander Motovilov,4kjbflfFCcNWkBGWvYBSxz,7/31/2020,0.3068181818181818,0.2568131442031124,0.373,0.978,0.191,0.944,0.0737,0.411,0.5735399114665144,0.0302,0.44359715531085114,0.6363636363636364,0.8,Sad,0.325,2
Groove Is in the Heart,Rhino Hi-Five: Deee-Lite,Deee-Lite,2UVLuddklEVak5PXgC7baA,4/19/2005,0.7386363636363636,0.44714134416723095,0.694,0.0153,0.881,0.0196,0.0851,0.924,0.09645866057403969,0.0701,0.5577150722642809,0.09090909090909091,0.8,Happy,0.833,3
Groovin,Groovin,Sir Roy,3ktUAf5M4HiCt6n7Zb323H,2/10/2018,0.5681818181818182,0.51536634817014,0.845,0.0447,0.744,0.343,0.13,0.694,0.22702175258222665,0.0567,0.578114246386786,0.9090909090909091,0.8,Happy,0.761,3
Guernica,Deja Entendu,Brand New,7lUjs7bf1fjKI8HKhbNp6z,6/17/2003,0.5,0.391943639039842,0.382,0.127,0.907,5.65e-06,0.0915,0.346,0.1519110857251654,0.295,0.8412479926588667,0.9090909090909091,0.8,Happy,0.545,0
Halfway There (feat. Lena Leon),Halfway There (feat. Lena Leon),Tiësto,3EKKIR8be1kfAAwaz1fzyS,3/15/2019,0.6590909090909091,0.3761769999594886,0.59,0.000753,0.888,0.00535,0.817,0.0715,0.09879099433576086,0.0797,0.5874053682037165,0.0,0.8,Happy,0.5165,0
Handful Of Redemption,Tomorrow Come Today,Boysetsfire,3ekjqtjoDwy5YLuGtKoXDO,1/1/2003,0.38636363636363635,0.46347514241675397,0.508,0.00022,0.947,0.0315,0.0784,0.419,0.08767670998143653,0.0531,0.7512319339298005,0.2727272727272727,0.8,Happy,0.624666667,0
Happy Ending,Body And Soul,Joe Jackson,1qv9TWDpXh50DPLgWD4bnH,1/1/1984,0.5795454545454546,0.4214455614007674,0.635,0.0973,0.808,0.0,0.141,0.726,0.119615402922557,0.0262,0.6027850424409269,0.8181818181818182,0.8,Happy,0.723,3
Happy Together,Happy Together,The Turtles,1JO1xLtVc8mWhIoE3YaCL0,1967,0.8409090909090909,0.3400890864300417,0.584,0.55,0.367,1.38e-05,0.0818,0.588,0.229377885668047,0.0328,0.5513879330121587,0.5454545454545454,0.8,Happy,0.513,0
Harvest Love,Harvest Love,Tash Sultana,2KK7OUblFkd7TT9TjWgW7z,7/13/2018,0.4659090909090909,0.7059163961085936,0.276,0.314,0.251,6.05e-06,0.122,0.18,0.21605026417249748,0.0295,0.4391144757972012,0.18181818181818182,0.8,Sad,0.235666667,2
Hash Pipe,Weezer (Green Album),Weezer,2mPMFJvQ0v27gVqe5b6nDn,5/15/2001,0.7386363636363636,0.3598432017099656,0.578,0.000121,0.882,0.479,0.284,0.623,0.15122090532628873,0.044,0.5762927276898371,0.6363636363636364,0.8,Happy,0.694333333,3
Heaven - David Guetta & MORTEN Remix,Heaven (David Guetta & MORTEN Remix),Avicii,4QAUGy6k7c3IOAhgWz52r7,8/23/2019,0.75,0.41521838521682264,0.572,0.00292,0.934,0.0198,0.105,0.204,0.12025798467323527,0.0446,0.5778756595549438,0.5454545454545454,0.8,Happy,0.57,0
Heavenly,Heavenly,Cigarettes After Sex,0M6TLjxixptslrmQpWbRoR,8/28/2019,0.03409090909090909,0.5567303852631214,0.539,0.617,0.432,0.692,0.11,0.133,0.22128611547432053,0.0249,0.4826611608167011,0.7272727272727273,0.8,Sad,0.368,1
Heavy,Home,Collective Soul,3vqt0fEt6I52ANHu7mAlIP,2/7/2006,0.625,0.34186387022472237,0.535,0.000919,0.854,0.00149,0.0676,0.618,0.155147793802656,0.0368,0.49061252580867176,0.09090909090909091,0.8,Happy,0.669,3
Here Comes The Sun - Remastered 2009,Abbey Road (Remastered),The Beatles,6dGnYIeXmHdcikdzNNDMm2,9/26/1969,0.9431818181818182,0.35829991145372153,0.557,0.0339,0.54,0.00248,0.179,0.394,0.2495121138559665,0.0347,0.5926634549208534,0.8181818181818182,0.8,Happy,0.497,1
Highway to Hell,Highway to Hell,AC/DC,2zYzyRzz6pRmhPzyfMEC8s,7/27/1979,0.9431818181818182,0.40202711175157657,0.574,0.061,0.913,0.00158,0.156,0.423,0.11407016040744443,0.133,0.530984170681349,0.5454545454545454,0.8,Happy,0.636666667,0
Holding On,Scary Kids Scaring Kids,Scary Kids Scaring Kids,48H6uWuBYeeZUiXwb5f69K,9/25/2007,0.5113636363636364,0.5039614331764964,0.421,0.000442,0.935,0.000212,0.1,0.455,0.12263791708315483,0.0697,0.7571461344345034,0.7272727272727273,0.8,Happy,0.603666667,0
Hollowman,Trapt,Trapt,3MOdqpj30w4Wk96bBwLJk9,11/5/2002,0.4090909090909091,0.5845462630191002,0.502,0.000214,0.92,0.0,0.306,0.182,0.10919129896710933,0.0611,0.7335810965817848,0.18181818181818182,0.8,Happy,0.534666667,0
Holy Water,Holy Water,Galantis,7Ga9ZSdPAcQXQvd1ObVFpm,9/27/2019,0.7045454545454546,0.34079128349663274,0.587,0.0653,0.734,0.000571,0.398,0.401,0.10847731924413347,0.0407,0.5774168387244781,0.8181818181818182,0.8,Happy,0.574,0
Home,Home,Lucas & Steve,3Qsp2uAtcDCrrlknJtUPj8,7/20/2018,0.5227272727272727,0.36621120312979266,0.544,0.00851,0.932,0.00811,0.157,0.337,0.1384168689609215,0.0679,0.5779031888047718,0.9090909090909091,0.8,Happy,0.604333333,0
"Honey, This Mirror Isn't Big Enough for the Two of Us","I Brought You My Bullets, You Brought Me Your Love",My Chemical Romance,5gNVTfD1L6QrPgOf0wFo0q,2002,0.6136363636363636,0.44581025632122045,0.383,0.000328,0.946,1.13e-06,0.0537,0.534,0.1932981103336665,0.0789,0.4982381280110117,0.09090909090909091,0.8,Happy,0.621,0
Hoovela,Hoovela,Steve Aoki,1dssHOp3HpaK9o5c0CL7xU,10/5/2018,0.0,0.39989544208513944,0.341,0.00123,0.989,0.822,0.4,0.119,0.09110381265172068,0.111,0.47478779536590965,0.36363636363636365,0.2,Happy,0.483,1
How Bizarre,How Bizarre,OMC,6RT3PxDEQOa7m6tK502DNa,1996,0.0,0.43222351472781184,0.784,0.261,0.675,1.4e-06,0.293,0.854,0.18368318339759152,0.049,0.5731039229181005,0.0,0.8,Happy,0.771,3
How To Fight,How To Fight,Eartheater,6ruBSXfnFc6raFDFm9YB3r,8/5/2020,0.4318181818181818,0.4076118933663597,0.404,0.702,0.249,0.000911,0.171,0.284,0.37795706601932505,0.0472,0.551598990594173,0.6363636363636364,0.8,Sad,0.312333333,2
Human Connection,Human Connection,Cult Solo,1V17xHHZgIgZ6H14rinHdi,11/2/2017,0.5568181818181818,0.6328261695728752,0.6,0.0938,0.882,0.912,0.0542,0.347,0.1997715264886477,0.0311,0.5506217022252811,0.45454545454545453,0.8,Happy,0.609666667,0
Humans (Let Me Love You),Humans (Let Me Love You),Sick Individuals,1IB1GFSTgmeecjscmAJ0lW,5/24/2019,0.6704545454545454,0.3106797614844909,0.584,0.21,0.835,1.49e-06,0.126,0.371,0.08717692417535342,0.0584,0.5877770130763936,0.6363636363636364,0.8,Happy,0.596666667,0
Hunter,Hunter,Anna Calvi,2NRZo1Y3T6UaVCz1i8dMqm,7/31/2018,0.25,0.48554419308104396,0.439,0.316,0.454,0.000696,0.0901,0.388,0.19636822314246274,0.028,0.4495067676072494,0.45454545454545453,0.8,Sad,0.427,1
Hypnagogia Well,Hypnagogia Well,Monocle Twins,2jpL7mFOMzRnbaSj790BfQ,10/17/2019,0.5681818181818182,0.42826304610772553,0.545,0.771,0.253,0.922,0.108,0.0529,0.42726926555285827,0.033,0.5315347556779078,0.18181818181818182,0.8,Sad,0.283633333,2
I Can't Help (with Sarcastic Sounds),I Can't Help (with Sarcastic Sounds),Shoffy,1OdYu7mDO94ydUvfZPaPvP,2/7/2020,0.5340909090909091,0.23390492946198974,0.714,0.393,0.4,0.000718,0.109,0.318,0.1966776143557523,0.0618,0.37611378756595554,0.18181818181818182,0.8,Happy,0.477333333,1
I Don't Know (feat. Samuel T. Herring),I Don't Know (feat. Samuel T. Herring),BADBADNOTGOOD,2rx8InAMTVDeZdkLUWHDmA,10/20/2017,0.0,0.4939300465109101,0.389,0.24,0.52,0.00467,0.337,0.654,0.193107715740873,0.0332,0.6163294333562744,0.0,0.8,Happy,0.521,0
I Don't Trust That Bird of Prey,Requiescence,Random Forest,33gVbwdqw7aRX0Y2zM7qm3,10/4/2019,0.5795454545454546,0.4060782486742172,0.52,0.605,0.305,0.899,0.16,0.0389,0.3422342805464325,0.0322,0.5510851112640514,0.6363636363636364,0.8,Sad,0.287966667,2
I Stand Alone,"Good Times, Bad Times - Ten Years of Godsmack",Godsmack,6pGJTJaExyKwwXBmcoyVlY,1/1/2007,0.0,0.47039487010318826,0.211,4.51e-05,0.921,0.0,0.1,0.351,0.10633538007520586,0.0729,0.7887130075705437,0.0,0.8,Happy,0.494333333,1
I Took A Pill In Ibiza,"At Night, Alone.",Mike Posner,1PiKcVhlmHPvL7IPjx9dJk,5/6/2016,0.0,0.5416948799416637,0.636,0.618,0.319,1.7e-06,0.125,0.378,0.23954019705840351,0.0718,0.34002752924982793,0.9090909090909091,0.8,Sad,0.444333333,1
I Was Made For Lovin' You,Dynasty (Remastered Version),KISS,2ZSCy3P1QzpJySCWA6NRIU,3/23/1979,0.011363636363636364,0.5232525613795471,0.768,0.213,0.852,7.45e-05,0.0723,0.867,0.14791279927650053,0.038,0.5890066529020418,0.36363636363636365,0.8,Happy,0.829,3
I Would Die 4 U,Purple Rain,Prince,6fBwVe6udYdnRqwqo06if8,6/25/1984,0.6931818181818182,0.3452841872551232,0.731,0.0862,0.75,0.000388,0.202,0.639,0.24886953210528823,0.0321,0.6212709337003901,0.18181818181818182,0.8,Happy,0.706666667,3
I dine øjne,I dine øjne,Efterklang,07htwTiSZVnQfdl38siCIn,8/21/2019,0.0,0.5734268567228618,0.67,0.762,0.417,0.0214,0.104,0.0708,0.29875291541720217,0.0404,0.5557696719431062,0.7272727272727273,0.8,Sad,0.385933333,1
I'm Not Okay (I Promise),Three Cheers for Sweet Revenge,My Chemical Romance,7lRlq939cDG4SzWOF4VAnd,6/8/2004,0.8295454545454546,0.35974095873048945,0.21,0.00602,0.94,0.0,0.269,0.255,0.08156028368794327,0.123,0.824601972929571,0.8181818181818182,0.8,Happy,0.468333333,1
I'm Your Man,And Nothing Hurt,Spiritualized,5FRWe0PkPj4CQ4fvibzTEh,9/7/2018,0.36363636363636365,0.5182658047390586,0.429,0.475,0.356,0.481,0.125,0.0965,0.18123185301537437,0.0282,0.6419591649460885,0.0,0.6,Sad,0.293833333,2
I've Been Fine,LoveLaws,TT,0KyPBZ6PAxzpcAobqxhaHu,5/18/2018,0.26136363636363635,0.46506858960632597,0.548,0.13,0.569,0.00134,0.0584,0.265,0.14791279927650053,0.039,0.3444918559302592,1.0,0.8,Happy,0.460666667,1
ID8,ID8,Dimitri Vangelis & Wyman,2jxfHzOYVLmGKejNRHvqoc,3/6/2020,0.5795454545454546,0.3803882532462146,0.576,0.0198,0.948,0.000123,0.683,0.193,0.10117092674568043,0.0898,0.5874237210369351,0.8181818181818182,0.6,Happy,0.572333333,0
If You Believe,Unification,Yonder Dale,0QurRfrHz1RGbdPpTx7lLV,5/22/2020,0.42045454545454547,0.35385330640291834,0.575,0.937,0.202,0.441,0.103,0.142,0.4413346660954829,0.0444,0.6420876347786191,0.7272727272727273,0.8,Sad,0.306333333,2
If You Think It's Love,Cheap Queen,King Princess,3iiL6merNpFNX1bny9sfvM,10/25/2019,0.6477272727272727,0.39343484324993777,0.432,0.807,0.34,0.0,0.0864,0.449,0.18984720833928317,0.0824,0.6201972929571002,0.45454545454545453,0.8,Sad,0.407,1
Images,Images,DeLange,4sqIHHGPprOZNdW5zMx36p,6/5/2020,0.4772727272727273,0.31573017884804955,0.387,0.993,0.00579,0.929,0.136,0.137,0.5193726498167452,0.0439,0.5138380362468457,0.6363636363636364,0.8,Sad,0.176596667,2
In This Moment,In This Moment,Lucas Delphy,7FORBAxm1qwuwbYo7Rtz42,5/27/2019,0.5795454545454546,0.3060846147465242,0.479,0.771,0.221,0.856,0.101,0.089,0.4685848921890618,0.0325,0.5320715760495527,0.5454545454545454,0.8,Sad,0.263,2
Indigo,Indigo,LEFT.,2qoKkOBw3dAd8AlITOQ2Ca,3/8/2019,0.5568181818181818,0.37924236023095337,0.503,0.488,0.504,1.59e-06,0.122,0.67,0.16285877481079536,0.416,0.3917871071346639,0.0,0.8,Happy,0.559,0
Infinite Sustain,Infinite Sustain,Amaranth Cove,5AciiCKJKTLKRrAPSrKQy5,10/4/2019,0.6477272727272727,0.2874378102254554,0.529,0.8,0.214,0.907,0.109,0.0903,0.4585653767433005,0.0315,0.5692544161504933,0.5454545454545454,0.8,Sad,0.277766667,2
Ingénue,Ingénue,Eline Moss,6mgKP4yo57GTSMc3fJlyWm,11/18/2019,0.625,0.3051393494645747,0.283,0.993,0.122,0.905,0.0927,0.112,0.5491456042648389,0.0285,0.38424409268180776,0.8181818181818182,0.8,Sad,0.172333333,2
Inside Of You,Every Man For Himself (Red Package),Hoobastank,6okaxit4V1bU6yIVVsP836,1/1/2006,0.0,0.3642165004735972,0.435,0.000203,0.884,0.0,0.0876,0.82,0.08253605597601028,0.0392,0.9257765542555633,0.18181818181818182,0.8,Happy,0.713,3
Inside the Fire,Disturbed,Disturbed,1xHcapGIorRGVlBnWE7X4N,4/26/2010,0.13636363636363635,0.44673044313650595,0.463,0.000233,0.962,0.109,0.0906,0.66,0.15302965395782758,0.0704,0.43130534526267494,0.6363636363636364,0.8,Happy,0.695,3
Inside*,Inside*,Ton Snijders,3GuzB4BEWq3bhZM8YydysZ,6/12/2020,0.09090909090909091,0.20559134059837222,0.266,0.99,0.0028,0.889,0.0933,0.151,0.8027274025417678,0.0493,0.6083092452397338,0.6363636363636364,0.8,Sad,0.139933333,2
Intermezzo No. 1 in E Minor,Intermezzo No. 1 in E Minor,Manuel Ponce,1HTYYXCKpMWiHRd7qIb6ui,2014,0.07954545454545454,0.33569070919974614,0.31,0.995,0.0987,0.86,0.714,0.0558,0.6046932267123614,0.0444,0.4872906629961,0.36363636363636365,0.2,Sad,0.154833333,2
Into Black,Blouse,Blouse,5d8pKJxoDlYX2SoFR6RCsm,10/31/2011,0.5340909090909091,0.40171266636186687,0.705,0.463,0.681,0.839,0.123,0.707,0.19701080489314104,0.0258,0.5230695113558156,0.8181818181818182,0.8,Happy,0.697666667,3
Isonoe,GLIESE,Job Roggeveen,4sP8BZIZKGVq6jHOSPF17A,2/28/2020,0.26136363636363635,0.3068157485054198,0.365,0.983,0.119,0.919,0.112,0.249,0.4988814317673378,0.0405,0.6770956641431521,0.6363636363636364,0.8,Sad,0.244333333,2
It Takes Me Back,Hopeless Romantics,Emmrose,07FUh3cxCPNQFIIp8aSWCy,3/20/2020,0.4659090909090909,0.27431984304738094,0.487,0.902,0.111,0.000107,0.35,0.179,0.27626255414346235,0.0356,0.39991282404221157,0.45454545454545453,0.8,Sad,0.259,2
It's Goin' Down (feat. Mike Shinoda & Mr. Hahn),Built From Scratch,X-Ecutioners,6Xb5klX1nnSUxoh2AyZd54,2/26/2002,0.45454545454545453,0.47952536108169214,0.674,0.00165,0.89,0.0136,0.0465,0.9,0.09407872816412013,0.274,0.48112869924294566,0.7272727272727273,0.8,Happy,0.821333333,3
It's My Fault,It's My Fault,Lolo Zouaï,3QP17SZh39ZVczQnopq9BE,4/24/2020,0.6136363636363636,0.3780791052003094,0.647,0.815,0.235,1.78e-05,0.233,0.0382,0.24092055785615688,0.0389,0.5957788483597155,0.7272727272727273,0.8,Sad,0.306733333,2
Jealous,Jealous,Labrinth,4L2K7JKseFCBoHMZEAszW0,11/21/2014,0.8977272727272727,0.5549922546120265,0.435,0.873,0.155,0.0,0.107,0.0935,0.2129563520396021,0.046,0.5897315898141776,0.09090909090909091,0.6,Sad,0.227833333,2
"John Wayne Gacy, Jr.",Illinois,Sufjan Stevens,2gFBh7NnEfSeBoZZDB5d2C,7/5/2005,0.5681818181818182,0.38566823503538955,0.463,0.917,0.179,1.73e-05,0.12,0.183,0.3534675615212528,0.0402,0.3704840559761413,0.0,0.8,Sad,0.275,2
Juliens Journey,Juliens Journey,Reinhard Vanbergen,0DVw5GHPCUImZ8VmRdlbmx,5/29/2020,0.375,0.4228866086775353,0.578,0.994,0.0154,0.945,0.0799,0.244,0.5741824932171926,0.0987,0.568722183987153,0.18181818181818182,0.6,Sad,0.279133333,2
Jupiter 4,Jupiter 4,Sharon Van Etten,64BirkPW9F4XgzoLAiOBCP,11/27/2018,0.4431818181818182,0.6058957546014163,0.475,0.0168,0.498,0.492,0.137,0.0592,0.2524870293683659,0.0303,0.40780913053452633,0.9090909090909091,0.8,Sad,0.344066667,2
Just Can't Get Enough - Live in Hammersmith,Love In Itself.2 and Live Tracks,Depeche Mode,5LAdBsIfjzAsusjc6WSLmH,1/1/1983,0.6363636363636364,0.6471517613764606,0.653,0.0082,0.975,0.5,0.678,0.911,0.21588366890380312,0.0409,0.5823308098187658,0.0,0.8,Happy,0.846333333,3
Just Look at You,432 Water Crystals,369,62X7ld1sa8RHl4zRtSvfHf,2/21/2020,0.6704545454545454,0.3614868058328655,0.558,0.985,0.249,0.925,0.103,0.111,0.350207054119663,0.0303,0.4358384950676761,0.6363636363636364,0.8,Sad,0.306,2
Just the Two of Us (feat. Bill Withers),Anthology,"Grover Washington, Jr.",1ko2lVN0vKGUl9zrU0qSlT,1985,0.7954545454545454,0.4574042243712539,0.803,0.576,0.488,0.0609,0.0763,0.624,0.22140511209481653,0.0803,0.43941729754530856,0.09090909090909091,0.8,Happy,0.638333333,0
K.,K.,Rosie Carney,6vG1pcmNGdG6Vu62I9nLGL,1/5/2018,0.6590909090909091,0.5189313486620638,0.348,0.962,0.226,0.00483,0.135,0.173,0.25984102051501734,0.0386,0.593030511585226,0.2727272727272727,0.6,Sad,0.249,2
Kangaroo (Remastered),It'll End In Tears (Remastered),This Mortal Coil,1HdIqEOl9MxoJNsz33VOvW,1984,0.5340909090909091,0.40336398693604797,0.19,0.768,0.167,0.164,0.126,0.0491,0.2688847636727117,0.0291,0.7783253039688002,0.2727272727272727,0.8,Sad,0.135366667,2
Kaolnite,Kaolnite,Burgundy Skies,4fItBSHKBcgKWixN1Idie5,3/15/2019,0.5681818181818182,0.34856946638810277,0.247,0.622,0.231,0.87,0.0878,0.0485,0.46739492598410204,0.0328,0.7984124799265887,0.09090909090909091,0.8,Sad,0.1755,2
Keep Going,Keep Going,Mark Milan,4Hhup3YZfajcC7O0DNbwCq,12/20/2019,0.3522727272727273,0.38683920651731474,0.385,0.994,0.305,0.949,0.109,0.172,0.2866390594507116,0.0466,0.3396375315439321,0.2727272727272727,0.8,Sad,0.287333333,2
Kids In The Dark,Kids In The Dark,Bat For Lashes,2dqq3YMX6nlJKXhrjY5W4J,6/10/2019,0.3977272727272727,0.40243801278230157,0.47,0.524,0.526,0.00557,0.0856,0.257,0.26148317387786185,0.0307,0.637660013764625,0.09090909090909091,0.8,Sad,0.417666667,1
