name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood,"mean(d,e,v)",mood_final
Killing In The Name,Rage Against The Machine - XX (20th Anniversary Special Edition),Rage Against The Machine,59WN2psjkt1tyaxjspN8fp,1992,0.8863636363636364,0.6049176944015217,0.466,0.0266,0.833,0.0,0.0327,0.661,0.10031415107810937,0.304,0.40736407432897453,0.6363636363636364,0.8,Happy,0.653333333,3
Kinky Living,Clockdust,Rustin Man,4eMoWR7Lughvru6Rn97uPi,3/20/2020,0.2159090909090909,0.5497971537869449,0.526,0.709,0.493,0.606,0.0993,0.574,0.2315198248369746,0.0428,0.7069098417068135,0.18181818181818182,0.8,Happy,0.531,0
Kinky Love,Flesh Balloon,Pale Saints,3Uz3K1Ctq6MOIDqRddKHXo,6/24/1991,0.5227272727272727,0.47116651523131026,0.376,0.133,0.277,0.0,0.0643,0.309,0.4353134370983864,0.0357,0.8204358797889424,0.09090909090909091,0.8,Sad,0.320666667,2
Kiss,Parade - Music from the Motion Picture Under the Cherry Moon,Prince,62LJFaYihsdVrrkgUOJC05,3/31/1986,0.8295454545454546,0.436442484465819,0.898,0.0135,0.271,0.00138,0.0461,0.742,0.29125612832595554,0.091,0.5115164028446891,0.6363636363636364,0.8,Happy,0.637,0
Kiss On My List - Remastered,Hall & Oates,Daryl Hall & John Oates,3Jrf9MHZZWx3cXBeMkZWUu,5/15/2006,0.42045454545454547,0.5038842686636843,0.806,0.138,0.847,0.00157,0.067,0.97,0.10638297872340424,0.0319,0.5584675384262446,0.0,0.8,Happy,0.874333333,3
Kiss You All Over - Single Edit,Kiss You All Over,Isaac Elton,1wHkIswzW9zGCOLDBYbHFL,10/3/2017,0.5340909090909091,0.4637259270833936,0.696,0.0578,0.824,8.56e-06,0.158,0.667,0.13494216764243894,0.0538,0.5782197751777931,0.0,0.8,Happy,0.729,3
Kite,Kite,YuMe,6a8U8DihiuewRpRQ2OOCVU,2/7/2020,0.3977272727272727,0.2135797967872555,0.534,0.973,0.019,0.896,0.108,0.157,0.620472178590128,0.0413,0.5318513420509291,0.6363636363636364,0.8,Sad,0.236666667,2
Klangfall - Piano Version,Klangfall (Piano Version),Joep Beving,4pWowM3xMkRYgHsIJDf61f,1/17/2020,0.4772727272727273,0.6809903293574318,0.394,0.993,0.0807,0.944,0.0964,0.0394,0.6184730353657956,0.0318,0.5730855700848818,0.0,0.8,Sad,0.171366667,2
La Luz,Chapter I,City of the Sun,6iQ6AKHlGjQTrpZIqfOtyK,11/15/2019,0.5568181818181818,0.5847526780908728,0.559,0.0463,0.441,0.763,0.115,0.389,0.3299062306630492,0.0398,0.43135581555402613,0.6363636363636364,0.8,Happy,0.463,1
Last Time,Last Time,Johnning,7v3tuzPub1Qd490tiVddwF,5/15/2020,0.6136363636363636,0.3906067638553706,0.628,0.111,0.587,0.0,0.156,0.4,0.12363748869532105,0.0441,0.642395044735031,0.6363636363636364,0.8,Happy,0.538333333,0
Late in the Evening,One-Trick Pony,Paul Simon,2h23bjG8B3bcD47HBu6bHG,8/1/1980,0.6818181818181818,0.4682072561649623,0.72,0.199,0.88,0.0246,0.0865,0.961,0.21390832500356988,0.0406,0.5442670337233311,0.45454545454545453,0.8,Happy,0.853666667,3
Laugavegur,Laugavegur,Dreyma,4nZSgFwgYUOyWcBX61JY6j,10/9/2018,0.6363636363636364,0.36420685490949567,0.515,0.54,0.408,0.769,0.0916,0.308,0.3019658241705936,0.0385,0.527653131452168,0.6363636363636364,0.8,Sad,0.410333333,1
Lay Your Head On Me (feat. Marcus Mumford),Lay Your Head On Me (feat. Marcus Mumford),Major Lazer,0oB9964bp22Bmok0Dmxlzb,3/26/2020,0.6931818181818182,0.38562000721488193,0.658,0.0471,0.765,1.02e-05,0.0936,0.222,0.16664286734256747,0.0469,0.5504657031429228,1.0,0.8,Happy,0.548333333,0
Let It Go,Chaos And The Calm,James Bay,13HVjjWUZFaWilh2QUJKsP,12/15/2014,0.8295454545454546,0.5025975504125407,0.546,0.818,0.311,1.65e-05,0.107,0.246,0.2474177733352373,0.0288,0.6765955494379445,0.09090909090909091,0.8,Sad,0.367666667,1
Let It Out,Xy Chelsea (Original Soundtrack),Jehnny Beth,72rHjyz3i7K90Hk1eF1f0c,6/7/2019,0.4318181818181818,0.41123476724289265,0.596,0.381,0.528,0.859,0.205,0.15,0.29703936408206005,0.0289,0.5370084881853636,0.18181818181818182,0.8,Sad,0.424666667,1
Let's Go Crazy,Purple Rain,Prince,0QeI79sp1vS8L3JgpEO7mD,6/25/1984,0.7159090909090909,0.5401515896854195,0.309,0.0192,0.93,0.0022,0.106,0.376,0.15229187491075252,0.125,0.8984400091764166,1.0,0.8,Happy,0.538333333,0
Lift Me Up (feat. Carla Monroe),Lift Me Up (feat. Carla Monroe),Oliver Heldens,0vK80mtYypq4dAwQelZ2Dh,11/15/2019,0.7386363636363636,0.34168446273243397,0.579,0.0426,0.784,0.0235,0.317,0.562,0.1115236327288305,0.0659,0.5740857994952971,0.45454545454545453,0.8,Happy,0.641666667,0
Light Year,Light Year,Evan Michael Brown,1C2JiKNMjv8FaZlrgwObBJ,7/28/2019,0.5795454545454546,0.4514123999513864,0.301,0.99,0.189,0.893,0.106,0.0379,0.3825027369222714,0.0351,0.6418628125716909,0.8181818181818182,0.8,Sad,0.175966667,2
Light Years,Light Years,The National,0dcKsPZVWa64MvnoCes49q,4/4/2019,0.0,0.4116205898069537,0.544,0.95,0.316,0.7,0.0978,0.173,0.2776429149412157,0.0307,0.5734755677907778,0.36363636363636365,0.8,Sad,0.344333333,2
Lights Go Down,Lights Go Down,Mike Candys,2shD8wlebq8fDg6ChqOPkC,10/18/2019,0.6477272727272727,0.30001562581384444,0.741,0.00254,0.812,0.104,0.301,0.146,0.12746917987529155,0.039,0.573484744207387,0.09090909090909091,0.8,Happy,0.566333333,0
Like The First Time - House Mix,Like The First Time,Isaac Elton,5ABnK6bOqbsIRVsrc1UBOt,2/1/2018,0.5681818181818182,0.4031845794437596,0.775,0.00481,0.876,0.0536,0.661,0.797,0.22799752487029368,0.0383,0.5688414774030741,0.0,0.8,Happy,0.816,3
Like The Way I Do,Greatest Hits - The Road Less Traveled,Melissa Etheridge,38TXeCvUUqf3PeoPvnERV6,2005,0.0,0.6264986795222744,0.591,0.0213,0.931,0.0,0.122,0.673,0.11518872864010661,0.0557,0.46593714154622623,0.18181818181818182,0.8,Happy,0.731666667,3
Like We Do,Like We Do,Fedde Le Grand,1Qf07UNBIu1XolBnl7XTi8,5/13/2019,0.5454545454545454,0.3125008439868589,0.614,0.0125,0.96,0.687,0.366,0.0392,0.12092436574801277,0.0465,0.5873778389538885,0.18181818181818182,0.8,Happy,0.537733333,0
Limitless,Limitless,Lucas Delphy,5QGNwI8U3o9mQg7RR3yOPj,10/31/2019,0.6136363636363636,0.3196250576322455,0.238,0.404,0.191,0.888,0.107,0.0365,0.481745918415917,0.0351,0.6436430373938977,0.6363636363636364,0.8,Sad,0.155166667,2
Linger,Linger,No Vacation,7zWQ9qz0vAK75QBTGLZ0Wb,4/1/2019,0.45454545454545453,0.5061509762275427,0.54,0.0122,0.574,0.000658,0.226,0.225,0.16673806463896426,0.0232,0.43576508373480155,0.6363636363636364,0.8,Sad,0.446333333,1
Listen to the Music,Toulouse Street,The Doobie Brothers,7Ar4G7Ci11gpt6sfH9Cgz5,1972,0.875,0.438421754219452,0.645,0.221,0.598,3.53e-06,0.0721,0.913,0.31367509162739776,0.0335,0.4860243175040147,0.09090909090909091,0.8,Happy,0.718666667,3
Listening,In Love and Death,The Used,528rajP3OyhornDwrsQrt4,9/27/2004,0.45454545454545453,0.3206687076680306,0.475,0.000121,0.907,0.0,0.034,0.408,0.12051977723832644,0.0941,0.4247671484285387,0.0,0.8,Happy,0.596666667,0
Litost,Litost,Minxz,0bMcjygjhkTVB8T4r3xCde,4/26/2019,0.25,0.2941048241324297,0.383,0.988,0.101,0.919,0.102,0.242,0.43567042695987435,0.0427,0.5492498279421886,0.0,0.6,Sad,0.242,2
Little Lion Man,Sigh No More (Benelux Edition),Mumford & Sons,1QTixxvaGxwe6GF8PBwAve,11/16/2012,0.5227272727272727,0.4764908666153523,0.515,0.0244,0.496,7.24e-06,0.0895,0.442,0.1908229806273502,0.0275,0.6359715531085112,0.45454545454545453,0.8,Happy,0.484333333,1
Little Talks,My Head Is An Animal,Of Monsters and Men,2ihCaVdNZmnHZWt0fvAM7B,1/1/2012,0.8863636363636364,0.5143014778933316,0.457,0.0206,0.757,0.0,0.146,0.417,0.12320910086153553,0.032,0.47240651525579264,0.09090909090909091,0.8,Happy,0.543666667,0
Little Things,Sixteen Stone,Bush,29IRVQao62okE22TDamSnm,12/6/1994,0.0,0.5098510146168879,0.367,0.000229,0.915,0.0,0.184,0.215,0.12977771431291352,0.0682,0.5168249598531773,0.6363636363636364,0.8,Happy,0.499,1
Living,Reflection of Youth,EERA,4ytv5Yzyal3LzKyMjRXjse,11/3/2017,0.3522727272727273,0.5398159240546865,0.46,0.14,0.59,0.591,0.112,0.212,0.2231186634299586,0.0327,0.5414452856159669,0.5454545454545454,0.8,Sad,0.420666667,1
"Lola - Live at Providence Civic Center, Providence, RI - September 1979",One for the Road (Live),The Kinks,3JbE6e17yvNdPggjPDrCyO,6/4/1980,0.6022727272727273,0.5542977739967166,0.488,0.153,0.777,0.0312,0.825,0.481,0.30125184444761766,0.0894,0.3736499197063547,0.8181818181818182,0.8,Happy,0.582,0
London Thunder,London Thunder,Foals,4gkoh2vAD57fGEITzteaUh,8/24/2015,0.42045454545454547,0.49081645841893773,0.489,0.641,0.357,0.333,0.0838,0.0388,0.23192441334666095,0.0259,0.42215645790318884,0.5454545454545454,0.8,Sad,0.294933333,2
Lonely Boy,What's Wrong with This Picture?,Andrew Gold,6wGMLoEqD2k3RBXFHD0yUp,1976,0.625,0.5110084823090709,0.588,0.0386,0.598,5.83e-05,0.107,0.866,0.3162454186301109,0.0296,0.5676714842853866,0.8181818181818182,0.8,Happy,0.684,3
Long Way Down,Long Way Down (Deluxe),Tom Odell,1uVk6S6Fpkrmji0iTpgKEC,6/24/2013,0.6704545454545454,0.28892901443555125,0.367,0.972,0.121,0.0322,0.0871,0.0926,0.32790708743871677,0.0335,0.6067630190410644,0.5454545454545454,0.8,Sad,0.193533333,2
Lorelei,Treasure,Cocteau Twins,1MwGbyzRmPXWABLIdW8tzG,11/1/1984,0.6022727272727273,0.4312975405740654,0.387,0.000158,0.669,0.423,0.166,0.414,0.26624303869770094,0.0395,0.4175040146822666,0.0,0.8,Happy,0.49,1
Los Feliz,Los Feliz,Search For Atlantis,0efOqjQkOgWPEZTzAZSB6j,5/27/2019,0.5568181818181818,0.3220210157550644,0.575,0.197,0.373,0.898,0.0753,0.123,0.27707173116283496,0.0279,0.3440009176416609,1.0,0.8,Sad,0.357,1
Losing You,Human,Aquilo,5aFSzu0b7ccAYjTkbTNTsQ,12/8/2014,0.5681818181818182,0.3971252360751814,0.383,0.63,0.446,0.0,0.0946,0.213,0.2068875243943072,0.0382,0.3551227345721496,0.0,0.8,Sad,0.347333333,2
Lost,Lost,Annelie,7nC2EOpMnpDT2DkvniimSm,6/5/2020,0.7272727272727273,0.3115903027356749,0.389,0.972,0.1,0.934,0.113,0.0676,0.5346280165643296,0.0358,0.6140812112869924,0.9090909090909091,0.8,Sad,0.185533333,2
Lost Moon,I Can Feel the Night Around Me,Nightlands,5QlL4Rxjw3MQbx8Xvs75ts,5/5/2017,0.375,0.687005303131143,0.448,0.328,0.591,0.708,0.111,0.303,0.22111952020562617,0.0327,0.6675017205781143,0.0,0.8,Sad,0.447333333,1
Love Is A Losing Game,Back To Black,Amy Winehouse,4IMBnBRqm9RALmLrRqfMor,1/1/2006,0.0,0.2973920323782296,0.48,0.317,0.561,0.00641,0.184,0.541,0.13979722975867484,0.027,0.7560954347327369,0.0,0.8,Happy,0.527333333,0
Lovely Day,Lean on Me: The Best of Bill Withers,Bill Withers,0ACACkoHUwgfgY5CxVIL4N,8/9/1994,0.7613636363636364,0.492051090623933,0.693,0.194,0.565,0.000175,0.0806,0.692,0.299466895140178,0.0345,0.4493553567331957,0.8181818181818182,0.8,Happy,0.65,0
Lunar Eclipse,Lunar Eclipse,Marc Torch,0n2X57zaddr0ODIxUb64Sx,5/22/2020,0.5681818181818182,0.3018540703315952,0.632,0.224,0.469,0.854,0.0902,0.316,0.25020229425484314,0.0307,0.5872906629961,1.0,0.8,Happy,0.472333333,1
"Ma mère l'oye, M.60 - For Piano Duet, M.60: 1. Pavane de la Belle au bois dormant",Jeux,Arthur Jussen,534nbCFk48DR1UQt2XlxSx,1/1/2013,0.32954545454545453,0.1598848705468842,0.517,0.995,0.0145,0.884,0.0719,0.549,1.0,0.0615,0.2850286763019041,0.0,0.8,Sad,0.360166667,1
Machinehead,Bush Digital Collection,Bush,1iTzI4NSQNLIETWDJ1WNWi,2005,0.0,0.4945473626134077,0.15,4.24e-05,0.875,0.00103,0.0957,0.156,0.17302108620115186,0.0975,0.7791052993805919,0.8181818181818182,0.6,Sad,0.393666667,1
Mad About You,The Magnificent Tree,Hooverphonic,5drK2kTE2mrUdV33iHWyrx,2000,0.7045454545454546,0.4316061986253142,0.465,0.00109,0.844,0.399,0.0865,0.155,0.10357465847969918,0.0379,0.7816379903647627,0.09090909090909091,0.8,Happy,0.488,1
Make Believe,Make Believe,Quintino,56oqWZUaA8ZmHQCH3lCRI3,8/9/2019,0.6704545454545454,0.37527224604676557,0.587,0.03,0.882,0.116,0.195,0.0653,0.1389404540911038,0.0427,0.5871530167469603,0.0,0.8,Happy,0.511433333,0
Malibu,Malibu,Matthew Harvey,3RlwtjeKhemCfiPvwMFozS,8/14/2019,0.5681818181818182,0.29014821373798405,0.435,0.977,0.154,0.85,0.0728,0.0799,0.5105193012518444,0.0367,0.6795136499197064,0.5454545454545454,0.8,Sad,0.222966667,2
Marbles,The First Tindersticks Album,Tindersticks,4iVWQTuwKG4JKtGOjx6T9V,10/11/1993,0.45454545454545453,0.520601960364448,0.49,0.0934,0.521,0.862,0.266,0.148,0.2284973106763768,0.0295,0.4945079146593256,0.18181818181818182,0.8,Sad,0.386333333,1
Me and Julio Down by the Schoolyard,Paul Simon,Paul Simon,6vxHp3CDNo0afgKGp2yi1E,1/14/1972,0.8295454545454546,0.31794287125293946,0.626,0.237,0.816,1.8e-06,0.104,0.798,0.25210624018277883,0.13,0.48327598072952516,0.8181818181818182,0.8,Happy,0.746666667,3
Melancholé,Melancholé,Biba Dupont,3SdkYA8frHe3BMZsPVPrRq,6/26/2020,0.38636363636363635,0.2886859462201928,0.369,0.996,0.0283,0.941,0.101,0.119,0.6130705887952782,0.0399,0.38261527873365453,0.18181818181818182,0.8,Sad,0.1721,2
Mercy - Live,Retrospective,Hilary Hahn,4BntWROKZB5E0Y0K3LoHSQ,1/19/2018,0.0,0.6291724298912174,0.211,0.916,0.0838,0.41,0.102,0.0404,0.4969774858394022,0.0398,0.41408121128699243,0.9090909090909091,0.8,Sad,0.111733333,2
Message In A Bottle - Remastered 2003,Reggatta De Blanc (Remastered),The Police,3bN4tg6rnNPy9GCkGhym4T,10/2/1979,0.011363636363636364,0.5599828694781557,0.577,0.0338,0.808,1.33e-05,0.221,0.869,0.1675472416583369,0.039,0.6928561596696491,0.09090909090909091,0.8,Happy,0.751333333,3
Midnight Sun,Midnight Sun,Nicky Romero,6qTP59Amjny78Qd8zayuNW,5/10/2019,0.6477272727272727,0.27979659434422705,0.614,0.0574,0.98,2.51e-05,0.086,0.179,0.08591555999809605,0.199,0.5829869236063318,0.2727272727272727,0.8,Happy,0.591,0
Mil Sonidos,Mil Sonidos,Reina del Mar,11oVQ68B4PnVQHIY6svpXg,10/11/2019,0.6704545454545454,0.37038966149857344,0.221,0.958,0.183,0.821,0.102,0.057,0.4186301109048503,0.0362,0.5382931865106676,0.5454545454545454,0.8,Sad,0.153666667,2
Mind-wanders,Journey to the unknown,Patrick Hamilton,4sYNRSlV9pGInYcbsC18Jz,7/10/2020,0.36363636363636365,0.400290910213302,0.312,0.959,0.0185,0.901,0.111,0.147,0.6094292922081013,0.0437,0.8119844000917642,0.8181818181818182,0.8,Sad,0.159166667,2
Mindfulness,Mindfulness,Amoll,3EQPb4sdkNPCHb6AMyUTXj,12/13/2019,0.32954545454545453,0.4003950823055985,0.692,0.992,0.00643,0.847,0.0452,0.16,0.8184111571231376,0.0553,0.4862904335856848,0.8181818181818182,0.8,Sad,0.286143333,2
Minus,Minus,Daniel Blumberg,5Z8onMr6EW2eNDamrDoWi5,3/15/2018,0.0,0.6607076371647443,0.244,0.501,0.254,0.0458,0.105,0.0909,0.3085820362701699,0.0296,0.3718696948841478,0.6363636363636364,0.8,Sad,0.1963,2
Miss You - Remastered,Some Girls (Deluxe Version),The Rolling Stones,5pTWpY8l7B1XcQnijEFGFj,6/9/1978,0.6022727272727273,0.5568692813861833,0.795,0.443,0.71,0.0215,0.344,0.845,0.11295159217478225,0.0392,0.5032759807295251,0.8181818181818182,0.8,Happy,0.783333333,3
Misty Mornings,Misty Mornings,Wilson Trouvé,5FXnCOAkMUAf4QIS56MRQL,1/10/2020,0.3409090909090909,0.4354007635428543,0.522,0.981,0.0781,0.927,0.361,0.0796,0.592365176828978,0.0424,0.4911126405138793,0.9090909090909091,0.8,Sad,0.226566667,2
Momentum,Momentum,Monocle Twins,7Ln0DgKSrDG0ALbtNwGeml,4/8/2020,0.5909090909090909,0.3448115546141485,0.636,0.891,0.248,0.922,0.106,0.138,0.4120376981293731,0.0309,0.5368479008947007,0.36363636363636365,0.6,Sad,0.340666667,2
Montana,Montana,Le Verne,1EyctTkkGJVS3UYTuy8YZM,5/13/2019,0.5568181818181818,0.25781628286967107,0.435,0.913,0.0595,0.882,0.104,0.0898,0.41544100147555807,0.0435,0.531906400550585,0.18181818181818182,0.8,Sad,0.194766667,2
Monumental,Monumental,Antuigo,6CKu6K0xvozAgFlQq44Z56,1/28/2020,0.6363636363636364,0.37628695939024603,0.491,0.916,0.217,0.962,0.177,0.0647,0.16195440049502594,0.0521,0.45868318421656346,0.36363636363636365,0.8,Sad,0.257566667,2
Morning Shimmer,Morning Shimmer,Vochey,24PDuLZfLOKtAgh4axr36e,5/13/2020,0.5568181818181818,0.4222442141083737,0.449,0.58,0.163,0.908,0.114,0.0501,0.3905231091437003,0.0361,0.5739298004129387,1.0,0.8,Sad,0.2207,2
Moulain (Revisited 432hz),Moulain (Revisited 432hz),Steven Vrancken,0zNqfg3MpUGku4T6h2Pmab,7/24/2020,0.3409090909090909,0.275863133303625,0.424,0.972,0.323,0.904,0.103,0.436,0.6565281546004093,0.0287,0.6119844000917642,0.8181818181818182,0.2,Sad,0.394333333,1
Movies,Movies,Weyes Blood,4ZYFWXoHCIdsdgUdOMK9fr,3/19/2019,0.3409090909090909,0.682388936152153,0.0903,0.646,0.362,0.402,0.106,0.0964,0.21250416488171736,0.0337,0.3428722183987153,0.6363636363636364,0.8,Sad,0.1829,2
Mr. Blue Sky,Out of the Blue,Electric Light Orchestra,2RlgNHKcydI9sayD2Df2xp,1977,0.9318181818181818,0.5852407436344099,0.388,0.652,0.338,3.72e-06,0.248,0.477,0.2392784044933124,0.0328,0.8157100252351457,0.9090909090909091,0.8,Sad,0.401,1
Mr. Jones,August And Everything After,Counting Crows,5DiXcVovI0FcY2s0icWWUu,1/1/1993,0.875,0.5252839171793284,0.578,0.183,0.817,3.06e-06,0.285,0.726,0.1556951782569375,0.0363,0.6497866483138335,0.0,0.8,Happy,0.707,3
Mudshovel,Dysfunction,Staind,6264zKFgXM13JuRBX4MMyD,4/13/1999,0.7386363636363636,0.544189222818318,0.328,0.000224,0.826,0.000944,0.0818,0.341,0.12101956304440954,0.0362,0.4891305345262675,0.5454545454545454,0.8,Happy,0.498333333,1
"Murder Song (5, 4, 3, 2, 1) - Acoustic",All My Demons Greeting Me As A Friend (Deluxe),AURORA,6MM22AtXB7I5gfTErMF0mJ,3/11/2016,0.625,0.4218313839648284,0.398,0.902,0.0887,1.76e-06,0.0873,0.356,0.32564615164929317,0.0334,0.343184216563432,0.8181818181818182,0.8,Sad,0.2809,2
My Favourite Game,Best Of,The Cardigans,4LpOPF5RXZhS1GLzclhyaT,1/25/2008,0.0,0.42520154406190136,0.594,0.000156,0.766,0.00345,0.086,0.453,0.18082726450568803,0.0327,0.6583253039688002,0.45454545454545453,0.8,Happy,0.604333333,0
My Hero,Greatest Hits,Foo Fighters,7u5dBtASrtOuBTTZjJrvuJ,11/3/2009,0.6818181818181818,0.49958813441286487,0.364,6.01e-05,0.925,0.000251,0.0603,0.301,0.10052834499500214,0.0659,0.7064969029593944,0.36363636363636365,0.8,Happy,0.53,0
My Own Worst Enemy,A Place In The Sun,Lit,33iv3wnGMrrDugd7GBso1z,2/22/1999,0.8181818181818182,0.32607022356488474,0.494,0.00129,0.946,0.0,0.398,0.741,0.06561473654148223,0.0637,0.4744574443679743,0.36363636363636365,0.8,Happy,0.727,3
My Sharona,Get The Knack,The Knack,1HOMkjp0nHMaTnfAkslCQj,1/1/1979,0.8409090909090909,0.5698599271181176,0.586,0.0589,0.7,0.00125,0.0318,0.897,0.22747393974011137,0.0363,0.6755907318192247,0.0,0.8,Happy,0.727666667,3
My Way - Marcus Santoro Remix,My Way (ft. Alice Berg) [Marcus Santoro Remix],Nicky Romero,29pQasEiyy3Otgq55dzyTt,3/19/2019,0.0,0.3494530000598025,0.563,0.0122,0.882,2.09e-06,0.0641,0.296,0.11316578609167499,0.0596,0.5737233310392292,0.09090909090909091,0.8,Happy,0.580333333,0
Mykki,LoveLaws,TT,1Lq9ieTRd9TtXXBh5y63E6,5/18/2018,0.2840909090909091,0.48299776415824125,0.665,0.336,0.56,0.0857,0.327,0.414,0.17375886524822695,0.0667,0.44971323698095894,0.6363636363636364,0.8,Happy,0.546333333,0
Nazareth,Nazareth,Matteo Myderwyk,2cRD4yq8e8wd6PxS0zhuW3,10/17/2019,0.25,0.2818916108670783,0.378,0.995,0.0181,0.881,0.104,0.16,0.7378028463991623,0.0552,0.39703142922688694,0.7272727272727273,0.2,Sad,0.185366667,2
Need You - Ed. & Gustav Munk Remix,Need You (Remixes),Faustix,4cLXtRF6cIFGcuid2OLyUU,9/20/2019,0.5909090909090909,0.38752018334288246,0.656,0.00352,0.723,0.0,0.345,0.412,0.1830882002951116,0.0366,0.5735489791236522,0.6363636363636364,0.8,Happy,0.597,0
Never Be Lonely (feat. Envy Monroe),Never Be Lonely (feat. Envy Monroe),Blasterjaxx,5vckEy9NZ6kirDU4UX4bVl,6/7/2019,0.6363636363636364,0.37038966149857344,0.587,0.207,0.85,0.0,0.64,0.528,0.09291256128325955,0.0654,0.5868960770818995,1.0,0.8,Happy,0.655,3
Never Letting Go,Never Letting Go,Audien,5llPdGZJjJFJv9aL6ZaiLY,11/9/2018,0.6590909090909091,0.33280861464621037,0.534,0.0915,0.765,0.00107,0.225,0.117,0.07499167023656528,0.0338,0.5871897224133976,0.09090909090909091,0.8,Happy,0.472,1
Never My Love,Voices In The Sky,Isobel Campbell,4zRkmGHVgGGnJMhemMXD6I,8/7/2020,0.42045454545454547,0.39852384286990256,0.764,0.666,0.245,0.787,0.0967,0.356,0.38557284973106765,0.0383,0.4678504244092682,0.7272727272727273,0.8,Happy,0.455,1
Night,Night,Wilson Trouvé,7D04SRPxcqHXjoK0YFPuAq,4/24/2020,0.3522727272727273,0.3722049566624805,0.428,0.995,0.00129,0.955,0.0913,0.13,0.7814984054452854,0.0753,0.3103693507685249,0.0,1.0,Sad,0.18643,2
Night Moves,Night Moves,Bob Seger,6UBjSnyP1O5W5ndJoO9vUk,10/22/1976,0.8068181818181818,0.6258466393890114,0.705,0.432,0.743,0.0133,0.103,0.374,0.1578133181017659,0.042,0.5439412709337005,0.09090909090909091,0.8,Happy,0.607333333,0
Night Surrender,Night Surrender,DeLange,0kox8HaEK0EfeWcNVTOKTy,7/17/2020,0.4318181818181818,0.3735784849905377,0.211,0.993,0.00977,0.891,0.0996,0.13,0.6137131705459564,0.0396,0.8047579720119293,0.09090909090909091,0.8,Sad,0.116923333,2
Night on Earth,Night on Earth,Jerkcurb,2OAOS8qkuKu5Kd8TvA5BAA,7/4/2016,0.4318181818181818,0.657379917549718,0.268,0.0656,0.494,2.61e-05,0.123,0.136,0.17180732067209292,0.0321,0.4682954806148199,0.36363636363636365,0.6,Sad,0.299333333,2
No More 54,No More 54,Dada Life,7LgkgNtOYgWfSJsGgDXFop,3/22/2019,0.5227272727272727,0.378632760579737,0.541,0.000492,0.967,0.676,0.103,0.134,0.1352277595316293,0.0529,0.5782335398027071,0.09090909090909091,0.8,Happy,0.547333333,0
No One Knows,Songs For The Deaf,Queens of the Stone Age,0melIwOKh1JH4RjI1Is10w,2002,0.4090909090909091,0.5375530747164686,0.509,0.0329,0.583,0.000124,0.359,0.67,0.11666428673425674,0.0615,0.7840605643496215,0.0,0.8,Happy,0.587333333,0
No Time To Die,No Time To Die,Billie Eilish,73SpzrcaHk0RQPFP73vqVR,2/13/2020,0.9318181818181818,0.46735651741120776,0.38,0.917,0.219,0.0104,0.0827,0.0517,0.31588842876862294,0.0358,0.33740307409956416,0.36363636363636365,0.8,Sad,0.2169,2
No Woman,Light Upon the Lake,Whitney,1CLmFKW99S8eJrebO3GB04,6/3/2016,0.75,0.4590767651864584,0.581,0.893,0.4,0.576,0.161,0.433,0.2079822933028702,0.0291,0.515398027070429,0.18181818181818182,0.8,Happy,0.471333333,1
Nobody,Nobody,Mac DeMarco,46SWSNRB3oAAOu21Apj22z,3/5/2019,0.5681818181818182,0.4098593098020151,0.877,0.776,0.178,0.0193,0.107,0.442,0.3328811461754486,0.102,0.3441018582243634,0.2727272727272727,0.8,Happy,0.499,1
North,Solo (1*),Ton Snijders,3AtuVA6OJB7ZxBbMfA5qYx,8/7/2020,0.29545454545454547,0.24399418951218524,0.522,0.994,0.0155,0.927,0.0949,0.119,0.6669046599076586,0.0441,0.42103234686854785,0.9090909090909091,0.8,Sad,0.218833333,2
North Captiva,North Captiva,Lundegard,32dZxkZtsF5Vt3PrJQuV2i,6/12/2020,0.5454545454545454,0.3752027979852346,0.479,0.918,0.346,0.929,0.111,0.23,0.42638869056118806,0.0306,0.6605414085799496,0.8181818181818182,0.8,Sad,0.351666667,1
Not Alone,Not Alone,Otto Knows,7tx0NDsCViutjOyd1c4A28,11/25/2016,0.5,0.4156215697962664,0.68,0.00538,0.721,0.000216,0.0679,0.267,0.14779380265600456,0.0355,0.5597614131681579,0.6363636363636364,0.8,Happy,0.556,0
Nowhere Kids,Shapeshifter,Smile Empty Soul,08EI81e55Lcqg2ZelJOXcG,4/1/2016,0.4090909090909091,0.47921670303044334,0.511,0.000106,0.914,0.00097,0.195,0.393,0.12637441096672852,0.0457,0.45428309245239734,0.7272727272727273,0.8,Happy,0.606,0
Oceans,Oceans - EP,Seafret,7Cia4WzapwjMr0NUQF8vf3,1/21/2015,0.6931818181818182,0.4170471841704718,0.404,0.274,0.48,8.63e-06,0.132,0.2,0.21195678042743588,0.0303,0.5926221610461115,0.8181818181818182,0.6,Sad,0.361333333,1
